,AGGR_MARK,RANK,COMMUNITY,COLLEGE_CODE,BRANCH_CODE,ALL_CATEGORY
4628,155.5,58357.0,SC,2653.0,AD,SC
4629,155.0,58964.0,BC,2653.0,EE,OC
4630,154.0,60965.0,MBC,2653.0,CS,MBC
4631,153.0,62973.0,MBC,2653.0,EE,MBC
4632,152.5,64623.0,BC,2653.0,IT,BC
4633,152.0,64878.0,BC,2653.0,EC,BC
4634,146.0,77322.0,BC,2653.0,CB,BC
4635,144.5,81179.0,MBC,2653.0,AD,MBC
4636,142.5,84965.0,BCM,2653.0,CS,BCM
4637,193.5,3633.0,MBC,2656.0,CS,OC
4638,191.0,6354.0,BC,2656.0,AD,OC
4639,188.0,9250.0,BC,2656.0,AD,OC
4640,185.5,12151.0,MBC,2656.0,AD,OC
4641,185.0,12964.0,MBC,2656.0,EE,OC
4642,184.5,13416.0,SC,2656.0,AD,OC
4643,183.0,14818.0,BC,2656.0,AD,OC
4644,194.5,3163.0,BC,2656.0,AD,BC
4645,176.5,23244.0,BC,2656.0,AD,BC
4646,164.0,42950.0,BC,2656.0,EC,OC
4647,162.0,45635.0,MBC,2656.0,EE,OC
4648,161.0,47797.0,BC,2656.0,EC,OC
4649,155.0,58850.0,BC,2656.0,EC,OC
4650,152.0,65289.0,BC,2656.0,EE,OC
4651,146.5,77217.0,BCM,2656.0,EE,OC
4652,148.0,73503.0,SC,2658.0,BM,OC
4653,164.5,41846.0,BC,2659.0,IT,OC
4654,160.5,48665.0,BC,2659.0,IT,OC
4655,159.0,51159.0,SC,2659.0,CS,OC
4656,156.5,56601.0,SC,2659.0,BT,OC
4657,149.5,70406.0,MBC,2659.0,CS,OC
4658,146.5,76867.0,MBC,2659.0,EC,OC
4659,145.5,78798.0,MBC,2659.0,EC,OC
4660,144.5,81344.0,BC,2659.0,ME,OC
4661,184.5,13515.0,MBC,2661.0,AG,OC
4662,180.0,18388.0,MBC,2661.0,CS,OC
4663,180.0,18440.0,BC,2661.0,AD,OC
4664,178.0,21153.0,MBC,2661.0,AG,OC
4665,168.0,35605.0,BC,2661.0,CS,OC
4666,165.5,39699.0,MBC,2661.0,CS,OC
4667,164.0,42214.0,BC,2661.0,IT,OC
4668,164.0,42726.0,MBC,2661.0,IT,OC
4669,163.0,44301.0,BCM,2661.0,CS,OC
4670,156.5,55898.0,BC,2661.0,CS,OC
4671,156.0,57791.0,BC,2661.0,EC,BC
4672,153.5,62627.0,BC,2661.0,AD,BC
4673,151.5,66383.0,MBC,2661.0,IT,OC
4674,151.0,67595.0,BC,2661.0,CS,BC
4675,149.5,70249.0,MBC,2661.0,CS,MBC
4676,149.0,71389.0,SC,2661.0,AG,OC
4677,148.5,72281.0,BC,2661.0,IT,BC
4678,147.5,74739.0,BC,2661.0,IT,BC
4679,147.0,75466.0,BC,2661.0,EC,BC
4680,146.5,76404.0,MBC,2661.0,IT,MBC
4681,146.0,77428.0,MBC,2661.0,CS,MBC
4682,146.0,78313.0,BC,2661.0,EC,BC
4683,143.5,83469.0,MBC,2661.0,CS,MBC
4684,179.0,19522.0,SC,2673.0,CS,OC
4685,163.0,44276.0,BC,2673.0,IT,OC
4686,156.5,55854.0,BC,2673.0,IT,OC
4687,154.5,60589.0,SC,2673.0,CS,OC
4688,152.0,65495.0,MBC,2673.0,IT,OC
4689,151.0,67200.0,BC,2673.0,IT,OC
4690,149.0,71250.0,BC,2673.0,EC,OC
4691,148.0,73333.0,MBC,2673.0,IT,OC
4692,148.0,74082.0,BC,2673.0,EC,OC
4693,147.5,75010.0,BC,2673.0,CS,BC
4694,144.5,80676.0,BC,2673.0,EC,OC
4695,144.0,81713.0,OC,2673.0,SC,OC
4696,143.5,83293.0,MBC,2673.0,AM,OC
4697,147.81,74210.0,MBC,2683.0,IT,OC
4698,145.5,78822.0,BC,2683.0,CS,OC
4699,144.0,82195.0,MBC,2683.0,IT,OC
4700,193.0,4102.0,MBC,2702.0,CS,OC
4701,192.5,4811.0,BC,2702.0,CB,OC
4702,192.0,4865.0,BC,2702.0,CS,OC
4703,192.0,5322.0,BC,2702.0,AD,OC
4704,190.02,6923.0,BC,2702.0,CS,OC
4705,190.0,7387.0,BC,2702.0,EC,OC
4706,189.5,7761.0,MBC,2702.0,EC,OC
4707,189.5,8065.0,BC,2702.0,EC,OC
4708,189.5,8084.0,BC,2702.0,CS,OC
4709,189.0,8485.0,BC,2702.0,CS,OC
4710,189.0,8506.0,BC,2702.0,CS,OC
4711,189.0,8593.0,BC,2702.0,CS,OC
4712,189.0,8638.0,BC,2702.0,CS,OC
4713,189.0,8717.0,BC,2702.0,CS,OC
4714,188.715,8731.0,BC,2702.0,IT,OC
4715,188.5,8809.0,BC,2702.0,CS,BC
4716,188.5,8822.0,BC,2702.0,AD,OC
4717,188.5,9089.0,BC,2702.0,CS,BC
4718,188.0,9384.0,MBC,2702.0,CS,MBC
4719,188.0,9656.0,MBC,2702.0,CS,MBC
4720,188.0,9673.0,BC,2702.0,EC,OC
4721,187.5,9892.0,BC,2702.0,CS,BC
4722,187.5,10190.0,BC,2702.0,CS,BC
4723,187.0,10442.0,BC,2702.0,CS,BC
4724,187.0,10481.0,BC,2702.0,AD,OC
4725,187.0,10580.0,MBC,2702.0,CS,MBC
4726,186.5,10786.0,BC,2702.0,CS,BC
4727,186.5,10860.0,BC,2702.0,EC,OC
4728,186.5,11265.0,MBC,2702.0,CS,MBC
4729,185.5,12138.0,BC,2702.0,IT,OC
4730,185.5,12241.0,BC,2702.0,IT,OC
4731,185.5,12256.0,MBC,2702.0,EC,OC
4732,185.0,12474.0,BC,2702.0,IT,OC
4733,185.0,12561.0,BC,2702.0,AD,OC
4734,185.0,12630.0,BC,2702.0,CD,OC
4735,185.0,12675.0,BC,2702.0,IT,OC
4736,185.0,12804.0,BC,2702.0,CS,BC
4737,185.0,12847.0,BC,2702.0,IT,OC
4738,185.0,12882.0,BC,2702.0,IT,OC
4739,185.0,12922.0,BC,2702.0,IT,OC
4740,185.0,12951.0,BC,2702.0,CS,BC
4741,184.815,12981.0,MBC,2702.0,EC,OC
4742,184.5,13020.0,OC,2702.0,CB,OC
4743,184.5,13134.0,BC,2702.0,EC,OC
4744,184.5,13151.0,BC,2702.0,EC,OC
4745,184.5,13297.0,BC,2702.0,AD,OC
4746,184.5,13341.0,BC,2702.0,AD,OC
4747,184.5,13389.0,OC,2702.0,AD,OC
4748,184.5,13397.0,BC,2702.0,IT,BC
4749,184.5,13505.0,BC,2702.0,AD,OC
4750,184.0,13592.0,BC,2702.0,EC,OC
4751,184.0,13683.0,BC,2702.0,EC,OC
4752,184.0,13895.0,BC,2702.0,AD,BC
4753,183.5,14167.0,BC,2702.0,AD,BC
4754,183.5,14288.0,BC,2702.0,AD,BC
4755,183.5,14332.0,BC,2702.0,AD,BC
4756,183.5,14420.0,BC,2702.0,EC,OC
4757,183.5,14538.0,BC,2702.0,EC,OC
4758,183.5,14633.0,BC,2702.0,EC,OC
4759,183.0,14716.0,BC,2702.0,EC,OC
4760,183.0,14728.0,BC,2702.0,IT,BC
4761,183.0,14883.0,BC,2702.0,EC,BC
4762,183.0,15109.0,BC,2702.0,AL,OC
4763,182.5,15275.0,BCM,2702.0,CS,BCM
4764,182.5,15287.0,OC,2702.0,AL,OC
4765,182.5,15400.0,BC,2702.0,AL,OC
4766,182.5,15549.0,MBC,2702.0,EC,MBC
4767,182.5,15626.0,OC,2702.0,EI,OC
4768,182.5,15713.0,BC,2702.0,AD,BC
4769,182.5,15783.0,MBC,2702.0,AD,MBC
4770,182.0,15836.0,MBC,2702.0,CS,MBC
4771,182.0,16404.0,MBC,2702.0,EC,MBC
4772,181.5,17004.0,BC,2702.0,EC,BC
4773,181.0,17340.0,BC,2702.0,CB,BC
4774,181.0,17357.0,MBC,2702.0,EC,MBC
4775,180.22,18191.0,BC,2702.0,BT,OC
4776,180.0,18401.0,MBC,2702.0,AD,MBC
4777,180.0,18620.0,BC,2702.0,IT,BC
4778,180.0,18751.0,BC,2702.0,EC,BC
4779,180.0,18823.0,MBC,2702.0,AL,MBC
4780,179.845,18838.0,MBC,2702.0,BT,OC
4781,179.5,19136.0,BC,2702.0,SE,OC
4782,179.5,19201.0,BC,2702.0,IT,BC
4783,179.5,19334.0,BC,2702.0,AD,BC
4784,179.5,19487.0,BC,2702.0,AD,BC
4785,179.0,19713.0,BC,2702.0,CD,OC
4786,179.0,19825.0,BC,2702.0,EE,OC
4787,178.5,20507.0,MBC,2702.0,AD,MBC
4788,178.5,20604.0,BC,2702.0,CD,OC
4789,178.0,21439.0,MBC,2702.0,EC,MBC
4790,177.5,21503.0,BC,2702.0,SE,OC
4791,177.5,21811.0,MBC,2702.0,CB,MBC
4792,177.5,21816.0,BC,2702.0,EC,BC
4793,177.5,22024.0,BC,2702.0,AL,BC
4794,177.0,22138.0,MBC,2702.0,EC,MBC
4795,177.0,22436.0,OC,2702.0,EE,OC
4796,177.0,22494.0,BCM,2702.0,EC,BCM
4797,177.0,22551.0,BCM,2702.0,EC,BCM
4798,184.5,13283.0,MBC,2702.0,EC,MBC
4799,184.0,13709.0,MBC,2702.0,IT,MBC
4800,176.5,22837.0,OC,2702.0,CD,OC
4801,176.5,23222.0,BC,2702.0,CB,BC
4802,176.0,23967.0,BC,2702.0,CD,BC
4803,176.0,24055.0,BC,2702.0,FD,OC
4804,175.5,24212.0,BC,2702.0,AL,BC
4805,175.5,24511.0,MBC,2702.0,EC,MBC
4806,175.0,25102.0,BC,2702.0,AL,BC
4807,175.0,25282.0,MBC,2702.0,AL,MBC
4808,175.0,25314.0,BC,2702.0,SE,OC
4809,175.0,25330.0,BC,2702.0,CB,BC
4810,174.5,25731.0,BC,2702.0,SE,OC
4811,174.5,25961.0,BC,2702.0,SE,BC
4812,174.5,26083.0,BC,2702.0,SE,BC
4813,174.0,26348.0,BC,2702.0,SE,BC
4814,174.0,26469.0,BC,2702.0,SE,BC
4815,174.0,26501.0,BCM,2702.0,AL,BCM
4816,174.0,26559.0,MBC,2702.0,EC,MBC
4817,174.0,26825.0,BC,2702.0,EI,OC
4818,173.5,27185.0,BC,2702.0,CD,BC
4819,173.5,27599.0,BC,2702.0,EI,OC
4820,173.5,27612.0,BC,2702.0,BM,OC
4821,173.0,28257.0,OC,2702.0,MZ,OC
4822,172.5,28469.0,MBC,2702.0,AL,MBC
4823,172.5,28521.0,BC,2702.0,BT,OC
4824,172.5,28794.0,MBC,2702.0,AL,MBC
4825,172.5,29045.0,MBC,2702.0,EE,MBC
4826,172.0,29272.0,BCM,2702.0,CB,BCM
4827,171.5,30140.0,BC,2702.0,EI,BC
4828,171.5,30166.0,MBC,2702.0,EE,MBC
4829,171.0,31096.0,BCM,2702.0,IT,BCM
4830,170.5,31704.0,BCM,2702.0,CS,BCM
4831,170.5,31817.0,BC,2702.0,BT,OC
4832,170.0,33010.0,BC,2702.0,AG,OC
4833,169.5,33720.0,BC,2702.0,BT,OC
4834,169.0,33885.0,MBC,2702.0,CD,MBC
4835,168.5,35204.0,BC,2702.0,BM,OC
4836,168.0,35785.0,BC,2702.0,ME,OC
4837,167.0,37423.0,BC,2702.0,BT,BC
4838,167.0,37616.0,MBC,2702.0,CD,MBC
4839,166.5,38202.0,BC,2702.0,ME,OC
4840,165.5,40092.0,MBC,2702.0,SE,MBC
4841,165.0,40590.0,BC,2702.0,CE,OC
4842,165.0,41127.0,BC,2702.0,MZ,BC
4843,164.5,41213.0,MBC,2702.0,EI,MBC
4844,163.0,44439.0,MBC,2702.0,EI,MBC
4845,162.5,44827.0,MBC,2702.0,MZ,MBC
4846,162.5,44927.0,OC,2702.0,AG,OC
4847,162.0,46327.0,BC,2702.0,MZ,BC
4848,160.825,48305.0,BC,2702.0,FD,BC
4849,160.5,48819.0,MBC,2702.0,BM,MBC
4850,160.5,48904.0,MBC,2702.0,MZ,MBC
4851,160.0,49464.0,BC,2702.0,MZ,BC
4852,159.5,50225.0,BC,2702.0,AG,OC
4853,159.5,50634.0,MBC,2702.0,FD,MBC
4854,159.0,51640.0,BC,2702.0,ME,BC
4855,158.5,52640.0,SC,2702.0,AD,SC
4856,158.0,53400.0,MBC,2702.0,ME,MBC
4857,157.5,54389.0,MBC,2702.0,MZ,MBC
4858,156.5,56717.0,BC,2702.0,FD,BC
4859,156.0,57568.0,BC,2702.0,BM,BC
4860,155.5,58220.0,MBC,2702.0,FD,MBC
4861,155.0,58820.0,SC,2702.0,CS,SC
4862,155.0,58993.0,BC,2702.0,CE,OC
4863,155.0,59641.0,MBC,2702.0,FD,MBC
4864,154.0,60825.0,MBC,2702.0,BT,MBC
4865,153.5,62732.0,SC,2702.0,CS,SC
4866,153.0,63063.0,SC,2702.0,IT,SC
4867,152.5,64200.0,MBC,2702.0,BM,MBC
4868,152.0,65298.0,MBC,2702.0,BM,MBC
4869,152.0,65332.0,BC,2702.0,AG,BC
4870,150.5,68775.0,MBC,2702.0,CE,MBC
4871,150.0,69690.0,BC,2702.0,CE,BC
4872,149.5,70754.0,MBC,2702.0,BT,MBC
4873,149.0,71754.0,MBC,2702.0,FD,MBC
4874,148.5,72219.0,SC,2702.0,CS,SC
4875,148.0,74016.0,SC,2702.0,EE,SC
4876,148.0,74093.0,MBC,2702.0,CE,MBC
4877,147.0,75573.0,BC,2702.0,FT,OC
4878,147.0,76030.0,SC,2702.0,EC,SC
4879,146.5,76632.0,SC,2702.0,AD,SC
4880,146.5,76784.0,BC,2702.0,AG,BC
4881,145.5,78491.0,SC,2702.0,AD,SC
4882,145.0,79422.0,SC,2702.0,EC,SC
4883,144.5,80697.0,SC,2702.0,CS,SC
4884,144.5,80710.0,SC,2702.0,EC,SC
4885,144.5,81368.0,SC,2702.0,AD,SC
4886,144.0,82038.0,BC,2702.0,FD,BC
4887,143.5,83685.0,SC,2702.0,IT,SC
4888,143.0,83854.0,MBC,2702.0,AG,MBC
4889,194.5,3042.0,BC,2704.0,AD,OC
4890,189.0,8256.0,MBC,2704.0,CS,OC
4891,187.0,10712.0,BC,2704.0,CS,OC
4892,177.0,22430.0,MBC,2704.0,AD,OC
4893,176.0,24065.0,MBC,2704.0,AD,OC
4894,172.0,29324.0,BC,2704.0,IT,OC
4895,172.0,29505.0,MBC,2704.0,CS,OC
4896,171.0,30879.0,MBC,2704.0,CS,OC
4897,171.0,31231.0,BC,2704.0,EC,OC
4898,171.0,31285.0,BC,2704.0,AD,BC
4899,170.265,32306.0,BC,2704.0,MZ,OC
4900,169.0,33984.0,BCM,2704.0,AD,BCM
4901,169.0,34286.0,BCM,2704.0,IT,OC
4902,166.5,38289.0,MBC,2704.0,SC,OC
4903,164.5,41952.0,BC,2704.0,CS,OC
4904,161.5,47229.0,SC,2704.0,AD,SC
4905,161.5,47283.0,MBC,2704.0,AD,MBC
4906,160.0,49945.0,BCM,2704.0,CS,BCM
4907,157.0,55127.0,OC,2704.0,EC,OC
4908,156.5,56283.0,MBC,2704.0,CS,MBC
4909,156.0,57402.0,BC,2704.0,CS,BC
4910,155.5,58104.0,BC,2704.0,CS,BC
4911,155.0,59141.0,MBC,2704.0,SC,OC
4912,155.0,59324.0,BC,2704.0,CS,BC
4913,154.0,61592.0,SC,2704.0,CS,SC
4914,154.0,61610.0,BC,2704.0,SC,BC
4915,150.5,68488.0,BC,2704.0,EC,BC
4916,150.5,68690.0,BC,2704.0,EC,BC
4917,149.5,70308.0,MBC,2704.0,CS,MBC
4918,149.0,71437.0,MBC,2704.0,EC,MBC
4919,147.5,74668.0,BC,2704.0,MZ,OC
4920,147.5,74884.0,MBC,2704.0,MZ,OC
4921,146.5,76815.0,MBC,2704.0,EC,MBC
4922,144.0,81680.0,SC,2704.0,EC,SC
4923,143.0,84334.0,BC,2704.0,ME,OC
4924,143.0,84599.0,MBC,2704.0,ME,OC
4925,151.5,66292.0,BC,2705.0,IT,OC
4926,147.5,75035.0,BC,2705.0,CS,OC
4927,146.0,77754.0,SC,2705.0,AD,OC
4928,185.5,12199.0,BC,2706.0,AD,OC
4929,184.5,13491.0,OC,2706.0,CS,OC
4930,183.5,14626.0,BC,2706.0,CS,OC
4931,181.5,16759.0,OC,2706.0,CS,OC
4932,180.5,17717.0,BC,2706.0,CS,OC
4933,180.5,18040.0,BC,2706.0,CS,OC
4934,179.5,19322.0,BC,2706.0,CS,OC
4935,178.5,20322.0,BC,2706.0,AM,OC
4936,178.5,20362.0,BC,2706.0,EC,OC
4937,178.5,20744.0,BC,2706.0,EC,OC
4938,177.5,21925.0,BC,2706.0,IT,OC
4939,177.0,22223.0,OC,2706.0,AD,OC
4940,177.0,22625.0,BC,2706.0,CS,BC
4941,177.0,22721.0,BC,2706.0,AM,OC
4942,184.0,13912.0,BC,2706.0,AD,OC
4943,180.5,17641.0,BC,2706.0,IT,OC
4944,174.5,25690.0,BC,2706.0,EC,OC
4945,174.5,26209.0,BC,2706.0,EC,OC
4946,174.5,26262.0,BC,2706.0,CS,BC
4947,174.5,26268.0,BC,2706.0,IT,OC
4948,174.0,26610.0,BC,2706.0,IT,OC
4949,173.5,27578.0,BC,2706.0,EC,OC
4950,173.0,27954.0,BC,2706.0,AD,BC
4951,173.0,28128.0,BC,2706.0,IT,OC
4952,172.5,28535.0,MBC,2706.0,CS,MBC
4953,172.5,28964.0,BC,2706.0,AD,BC
4954,172.0,29495.0,BC,2706.0,EC,BC
4955,172.0,29644.0,BC,2706.0,IT,BC
4956,171.5,29999.0,BC,2706.0,AD,BC
4957,171.5,30361.0,BC,2706.0,EC,BC
4958,171.5,30558.0,BC,2706.0,AD,BC
4959,171.0,30851.0,BC,2706.0,AM,BC
4960,171.0,30886.0,BC,2706.0,EC,BC
4961,171.0,31104.0,BC,2706.0,AM,BC
4962,171.0,31400.0,BC,2706.0,SC,OC
4963,170.5,31827.0,BC,2706.0,IT,BC
4964,170.0,32923.0,BC,2706.0,AD,BC
4965,169.5,33133.0,MBC,2706.0,CS,MBC
4966,169.5,33270.0,BC,2706.0,IT,BC
4967,169.0,33922.0,BC,2706.0,IT,BC
4968,169.0,34018.0,MBC,2706.0,CS,MBC
4969,169.0,34295.0,MBC,2706.0,CS,MBC
4970,169.0,34363.0,MBC,2706.0,CS,MBC
4971,168.5,35194.0,MBC,2706.0,CS,MBC
4972,168.5,35381.0,BC,2706.0,SC,BC
4973,168.0,35477.0,MBC,2706.0,CS,MBC
4974,168.0,36176.0,BC,2706.0,SC,BC
4975,167.5,36269.0,MBC,2706.0,CS,MBC
4976,167.5,36469.0,BC,2706.0,EE,OC
4977,166.5,37876.0,MBC,2706.0,IT,MBC
4978,166.5,38372.0,BC,2706.0,EA,BC
4979,166.0,39191.0,MBC,2706.0,AD,MBC
4980,165.5,39589.0,MBC,2706.0,IT,MBC
4981,165.5,40042.0,BCM,2706.0,EC,BCM
4982,164.5,41487.0,BC,2706.0,EE,OC
4983,164.5,41504.0,BC,2706.0,EA,BC
4984,164.0,42498.0,BCM,2706.0,EA,BCM
4985,164.0,42524.0,MBC,2706.0,SC,MBC
4986,164.0,42632.0,BC,2706.0,EV,OC
4987,164.0,42672.0,BC,2706.0,EE,OC
4988,164.0,42717.0,BC,2706.0,EV,OC
4989,163.5,43303.0,MBC,2706.0,EA,MBC
4990,163.5,43497.0,BC,2706.0,EV,OC
4991,162.5,45050.0,MBC,2706.0,EE,OC
4992,162.5,45274.0,MBC,2706.0,EA,MBC
4993,162.5,45452.0,BC,2706.0,EE,OC
4994,162.0,45947.0,MBC,2706.0,CS,MBC
4995,161.6667,46499.0,BC,2706.0,EE,BC
4996,161.0,47609.0,BC,2706.0,EE,BC
4997,161.0,48191.0,BC,2706.0,EV,BC
4998,160.0,49342.0,BC,2706.0,EE,BC
4999,160.0,49670.0,MBC,2706.0,AD,MBC
5000,160.0,49974.0,MBC,2706.0,IT,MBC
5001,159.5,50182.0,MBC,2706.0,EE,MBC
5002,159.5,50544.0,MBC,2706.0,EC,MBC
5003,158.0,53271.0,BC,2706.0,EE,BC
5004,158.0,53526.0,MBC,2706.0,IT,MBC
5005,158.0,53662.0,MBC,2706.0,EC,MBC
5006,157.0,55482.0,BC,2706.0,ME,OC
5007,154.5,59936.0,BC,2706.0,ME,OC
5008,152.5,64550.0,BC,2706.0,AU,OC
5009,149.5,70647.0,SC,2706.0,SC,SC
5010,149.0,71073.0,BC,2706.0,ME,BC
5011,147.5,74876.0,MBC,2706.0,ME,MBC
5012,145.0,79731.0,SC,2706.0,AD,SC
5013,142.5,85544.0,BC,2706.0,ME,BC
5014,142.0,86321.0,BCM,2706.0,EV,BCM
5015,170.5,32088.0,MBC,2707.0,AD,OC
5016,161.0,48168.0,OC,2707.0,AG,OC
5017,154.5,59926.0,MBC,2707.0,ME,OC
5018,153.0,63399.0,BC,2707.0,BM,OC
5019,152.5,64807.0,BC,2707.0,AD,OC
5020,152.0,64999.0,BC,2707.0,CS,OC
5021,151.5,66219.0,BC,2707.0,BT,OC
5022,149.0,71806.0,BC,2707.0,CH,OC
5023,148.0,73236.0,BC,2707.0,AD,OC
5024,148.0,73842.0,MBC,2707.0,RM,OC
5025,148.0,74191.0,BC,2707.0,AD,OC
5026,147.5,74314.0,BC,2707.0,AD,BC
5027,147.5,74330.0,BC,2707.0,CS,OC
5028,147.0,75642.0,BC,2707.0,CS,OC
5029,147.0,75878.0,MBC,2707.0,CD,OC
5030,146.0,77765.0,BC,2707.0,EC,OC
5031,145.5,78852.0,BC,2707.0,CJ,OC
5032,145.5,79096.0,BC,2707.0,CS,OC
5033,145.0,80072.0,BC,2707.0,EC,OC
5034,144.5,80629.0,MBC,2707.0,CE,OC
5035,144.0,82656.0,BC,2707.0,IT,OC
5036,143.5,83197.0,BC,2707.0,EC,OC
5037,142.5,84915.0,BC,2707.0,IT,OC
5038,142.5,85069.0,BC,2707.0,CJ,OC
5039,142.5,85366.0,BC,2707.0,CS,BC
5040,199.5,246.0,MBC,2708.0,AL,OC
5041,196.0,1978.0,MBC,2708.0,AL,OC
5042,193.0,4374.0,BC,2708.0,CS,OC
5043,192.0,4986.0,BC,2708.0,CS,OC
5044,188.0,9630.0,BCM,2708.0,AE,OC
5045,187.5,9821.0,MBC,2708.0,MZ,OC
5046,182.0,16047.0,MBC,2708.0,CS,OC
5047,180.0,18358.0,BC,2708.0,IT,OC
5048,177.5,21888.0,MBC,2708.0,IT,OC
5049,177.0,22230.0,MBC,2708.0,IT,OC
5050,172.0,29723.0,BC,2708.0,CH,OC
5051,171.0,30824.0,BC,2708.0,AL,OC
5052,170.5,31928.0,BC,2708.0,EC,OC
5053,169.5,33517.0,BC,2708.0,CS,OC
5054,168.0,35470.0,BC,2708.0,CS,OC
5055,168.0,35548.0,MBC,2708.0,EC,OC
5056,168.0,35708.0,BC,2708.0,AL,OC
5057,168.0,36045.0,BC,2708.0,EC,OC
5058,168.0,36059.0,BC,2708.0,CH,OC
5059,165.5,39529.0,BC,2708.0,CS,BC
5060,165.5,39578.0,SC,2708.0,IT,OC
5061,165.5,40013.0,MBC,2708.0,CH,OC
5062,165.5,40169.0,BC,2708.0,CS,BC
5063,165.5,40236.0,MBC,2708.0,CS,MBC
5064,165.0,40619.0,BC,2708.0,AE,OC
5065,165.0,40999.0,MBC,2708.0,CS,MBC
5066,164.5,41783.0,BC,2708.0,AE,OC
5067,164.0,42876.0,MBC,2708.0,IT,OC
5068,163.5,43234.0,MBC,2708.0,IT,MBC
5069,163.5,43402.0,BC,2708.0,CS,BC
5070,163.5,43557.0,BC,2708.0,AG,OC
5071,161.5,46848.0,BC,2708.0,AL,BC
5072,161.0,47873.0,BC,2708.0,BM,OC
5073,161.0,47960.0,MBC,2708.0,EC,MBC
5074,161.0,48029.0,MBC,2708.0,EC,MBC
5075,160.5,48692.0,BC,2708.0,EC,BC
5076,160.5,48785.0,BC,2708.0,EC,BC
5077,160.0,49291.0,BC,2708.0,CH,OC
5078,160.0,49720.0,BC,2708.0,CS,BC
5079,157.5,54116.0,BC,2708.0,CS,BC
5080,157.0,54961.0,MBC,2708.0,ME,OC
5081,157.0,55109.0,BC,2708.0,EC,BC
5082,155.5,58533.0,BC,2708.0,EE,OC
5083,155.5,58635.0,BC,2708.0,EE,OC
5084,155.5,58723.0,MBC,2708.0,AE,OC
5085,155.0,59098.0,BC,2708.0,BM,OC
5086,154.5,60407.0,BC,2708.0,CE,OC
5087,153.5,62004.0,MBC,2708.0,IT,MBC
5088,153.5,62658.0,BC,2708.0,CH,BC
5089,152.5,64417.0,MBC,2708.0,FD,OC
5090,152.0,65309.0,BC,2708.0,EC,BC
5091,152.0,65577.0,BC,2708.0,BM,OC
5092,151.0,67504.0,MBC,2708.0,CE,OC
5093,149.5,70036.0,MBC,2708.0,AE,MBC
5094,148.5,73037.0,MBC,2708.0,EE,MBC
5095,148.0,73387.0,MBC,2708.0,ME,OC
5096,148.0,73558.0,BC,2708.0,AU,OC
5097,147.5,74360.0,SC,2708.0,CS,SC
5098,147.0,75392.0,BC,2708.0,EE,BC
5099,147.0,75596.0,OC,2708.0,ME,OC
5100,147.0,76213.0,BC,2708.0,MZ,OC
5101,145.5,78935.0,MBC,2708.0,EC,MBC
5102,145.5,79042.0,BC,2708.0,MZ,OC
5103,145.0,79828.0,MBC,2708.0,MZ,OC
5104,145.0,79889.0,MBC,2708.0,MZ,OC
5105,144.5,81162.0,BC,2708.0,EI,BC
5106,144.0,81811.0,MBC,2708.0,BM,MBC
5107,143.0,84282.0,BC,2708.0,BM,BC
5108,143.0,84702.0,BC,2708.0,FD,OC
5109,143.0,84717.0,SC,2708.0,IT,SC
5110,142.0,86410.0,SC,2708.0,IT,SC
5111,142.0,86631.0,BCM,2708.0,MZ,BCM
5112,190.5,6491.0,MBC,2709.0,IT,OC
5113,188.0,9638.0,BC,2709.0,CS,OC
5114,187.5,9809.0,BC,2709.0,CS,BC
5115,187.0,10603.0,BC,2709.0,IT,OC
5116,186.0,11549.0,BC,2709.0,CS,BC
5117,184.5,13259.0,BCM,2709.0,CS,BCM
5118,182.5,15325.0,BC,2709.0,EC,OC
5119,180.605,17635.0,MBC,2709.0,CS,MBC
5120,180.0,18371.0,BC,2709.0,ME,OC
5121,179.5,19195.0,BC,2709.0,EE,OC
5122,179.0,19557.0,BC,2709.0,IT,BC
5123,179.0,20118.0,BC,2709.0,IT,BC
5124,178.0,20921.0,BC,2709.0,EC,BC
5125,177.0,22453.0,BC,2709.0,EE,OC
5126,177.0,22611.0,MBC,2709.0,EC,MBC
5127,183.5,14240.0,SC,2709.0,CS,SC
5128,176.0,23748.0,MBC,2709.0,EC,MBC
5129,175.5,24683.0,MBC,2709.0,EE,OC
5130,174.5,25706.0,MBC,2709.0,EC,MBC
5131,169.0,33962.0,MBC,2709.0,ME,OC
5132,169.0,34472.0,SC,2709.0,IT,SC
5133,167.0,37268.0,BC,2709.0,EE,BC
5134,166.0,39107.0,SC,2709.0,EC,SC
5135,166.0,39435.0,MBC,2709.0,EE,MBC
5136,163.5,43336.0,MBC,2709.0,ME,OC
5137,161.0,47808.0,BC,2709.0,ME,OC
5138,157.0,54910.0,MBC,2709.0,CE,OC
5139,156.0,57311.0,MBC,2709.0,AU,OC
5140,154.5,60486.0,ST,2709.0,EE,ST
5141,153.0,63029.0,BC,2709.0,CE,BC
5142,152.5,63893.0,SC,2709.0,EC,SC
5143,151.5,66201.0,SC,2709.0,CE,SC
5144,151.5,66825.0,SC,2709.0,ME,SC
5145,149.5,70660.0,MBC,2709.0,ME,MBC
5146,149.0,71295.0,MBC,2709.0,CE,MBC
5147,198.0,840.0,BC,2710.0,AD,OC
5148,196.0,2070.0,MBC,2710.0,IT,OC
5149,193.0,4082.0,BC,2710.0,IT,OC
5150,190.0,6977.0,BC,2710.0,CS,OC
5151,190.0,7031.0,BC,2710.0,AD,OC
