,AGGR_MARK,RANK,COMMUNITY,COLLEGE_CODE,BRANCH_CODE,ALL_CATEGORY
2524,184.5,13448.0,MBC,1399.0,EV,MBC
2525,184.5,13468.0,MBC,1399.0,EE,MBC
2526,184.04,13572.0,MBC,1399.0,ME,OC
2527,184.0,13848.0,BC,1399.0,ME,OC
2528,182.5,15331.0,BCM,1399.0,ME,BCM
2529,182.5,15342.0,SC,1399.0,IT,SC
2530,182.5,15493.0,BC,1399.0,MZ,BC
2531,182.5,15520.0,MBC,1399.0,BM,MBC
2532,182.0,16273.0,SC,1399.0,AD,SC
2533,181.155,17032.0,MBC,1399.0,ME,MBC
2534,181.0,17492.0,BC,1399.0,CE,OC
2535,180.5,17969.0,BC,1399.0,MZ,BC
2536,180.5,18115.0,BC,1399.0,ME,BC
2537,179.5,19089.0,BC,1399.0,MZ,BC
2538,178.5,20184.0,SC,1399.0,IT,SC
2539,177.5,21534.0,SC,1399.0,AD,SC
2540,177.5,21839.0,SC,1399.0,EC,SC
2541,177.0,22195.0,SC,1399.0,AM,SC
2542,177.0,22697.0,SC,1399.0,EC,SC
2543,174.5,26025.0,SC,1399.0,SC,SC
2544,174.5,26143.0,SC,1399.0,EC,SC
2545,174.35,26300.0,SC,1399.0,SC,SC
2546,170.5,32247.0,SC,1399.0,EA,SC
2547,170.185,32312.0,SC,1399.0,EV,SC
2548,169.0,34079.0,SC,1399.0,CE,SC
2549,167.5,36404.0,SC,1399.0,EE,SC
2550,167.5,36694.0,SC,1399.0,EC,SC
2551,161.0,48270.0,SC,1399.0,ME,SC
2552,157.0,55187.0,SC,1399.0,EE,SC
2553,176.0,23890.0,MBC,1401.0,CS,OC
2554,166.0,39425.0,MBC,1401.0,CS,OC
2555,153.0,63655.0,BC,1401.0,IT,OC
2556,149.0,71676.0,BC,1401.0,CS,OC
2557,148.5,72942.0,MBC,1401.0,IT,OC
2558,143.5,82702.0,BC,1401.0,CS,BC
2559,172.0,29393.0,BC,1405.0,CS,OC
2560,168.5,34692.0,MBC,1405.0,AD,OC
2561,160.5,48514.0,BCM,1405.0,AD,OC
2562,155.5,58543.0,MBC,1405.0,AD,OC
2563,153.0,62965.0,MBC,1405.0,CS,OC
2564,152.5,63958.0,OC,1405.0,CS,OC
2565,151.0,67119.0,MBC,1405.0,EC,OC
2566,147.0,75294.0,MBC,1405.0,CS,OC
2567,145.0,79541.0,MBC,1405.0,AD,OC
2568,144.0,82486.0,BCM,1405.0,CS,BCM
2569,154.5,60237.0,MBC,1407.0,AD,OC
2570,177.5,21571.0,OC,1408.0,CS,OC
2571,174.5,25908.0,BCM,1408.0,CS,OC
2572,173.5,27348.0,BC,1408.0,AD,OC
2573,171.0,31020.0,MBC,1408.0,CS,OC
2574,170.5,31791.0,BC,1408.0,EC,OC
2575,170.0,32551.0,MBC,1408.0,CS,OC
2576,169.5,33527.0,MBC,1408.0,CS,OC
2577,169.0,34509.0,MBC,1408.0,AD,OC
2578,167.5,36831.0,MBC,1408.0,AD,MBC
2579,165.5,39688.0,BC,1408.0,AD,BC
2580,165.5,39890.0,MBC,1408.0,EC,OC
2581,165.0,41070.0,MBC,1408.0,CS,OC
2582,163.0,44338.0,MBC,1408.0,CS,MBC
2583,163.0,44542.0,BC,1408.0,EC,OC
2584,162.0,45956.0,MBC,1408.0,CS,MBC
2585,161.5,46519.0,OC,1408.0,AL,OC
2586,161.5,46925.0,MBC,1408.0,IT,OC
2587,160.0,49800.0,BC,1408.0,IT,BC
2588,159.0,51226.0,BC,1408.0,EC,OC
2589,158.0,53654.0,MBC,1408.0,EC,OC
2590,157.5,54614.0,MBC,1408.0,CS,MBC
2591,157.0,54929.0,MBC,1408.0,EC,OC
2592,155.5,58515.0,MBC,1408.0,AD,MBC
2593,152.5,64525.0,BC,1408.0,IT,BC
2594,152.0,65252.0,BC,1408.0,AL,OC
2595,152.0,65603.0,BC,1408.0,EE,OC
2596,151.5,66395.0,MBC,1408.0,EC,MBC
2597,151.5,66585.0,MBC,1408.0,SC,OC
2598,150.0,69010.0,BC,1408.0,CS,BC
2599,148.5,72758.0,SC,1408.0,CS,SC
2600,148.5,72827.0,MBC,1408.0,EC,MBC
2601,148.0,73580.0,OC,1408.0,SC,OC
2602,147.5,74423.0,BC,1408.0,CS,BC
2603,146.5,76507.0,MBC,1408.0,SC,OC
2604,145.5,78367.0,MBC,1408.0,AL,MBC
2605,145.5,79272.0,MBC,1408.0,CS,MBC
2606,144.5,81170.0,MBC,1408.0,EC,MBC
2607,144.0,82058.0,MBC,1408.0,EC,MBC
2608,144.0,82458.0,MBC,1408.0,EE,OC
2609,143.0,84451.0,BC,1408.0,IT,BC
2610,142.5,85287.0,BC,1408.0,EC,BC
2611,150.5,68920.0,MBC,1409.0,CS,OC
2612,149.5,70989.0,BC,1409.0,AD,OC
2613,147.5,74279.0,BCM,1409.0,AD,BCM
2614,143.0,83971.0,BCM,1409.0,CS,BCM
2615,142.5,85321.0,SC,1409.0,BT,SC
2616,191.5,5359.0,BC,1411.0,CS,OC
2617,184.385,13550.0,MBC,1411.0,CS,OC
2618,181.5,16910.0,BC,1411.0,CS,OC
2619,143.5,83075.0,MBC,1411.0,CS,MBC
2620,183.0,15062.0,MBC,1412.0,CS,OC
2621,182.5,15405.0,MBC,1412.0,AD,OC
2622,176.0,23528.0,BC,1412.0,CS,OC
2623,173.0,28191.0,MBC,1412.0,AD,OC
2624,172.5,28506.0,SC,1412.0,CS,OC
2625,172.5,29181.0,BC,1412.0,CS,OC
2626,167.5,36368.0,BC,1412.0,CS,OC
2627,167.5,36958.0,MBC,1412.0,CS,OC
2628,165.5,40296.0,MBC,1412.0,CS,OC
2629,164.0,42548.0,BC,1412.0,EC,OC
2630,163.5,43352.0,MBC,1412.0,IT,OC
2631,163.0,44419.0,BCM,1412.0,EC,OC
2632,163.0,44493.0,MBC,1412.0,CS,MBC
2633,160.5,48334.0,BC,1412.0,CS,BC
2634,159.0,51414.0,BCM,1412.0,CS,BCM
2635,159.0,51673.0,MBC,1412.0,CS,MBC
2636,159.0,51744.0,SC,1412.0,IT,OC
2637,156.5,56155.0,MBC,1412.0,CS,MBC
2638,156.0,57285.0,MBC,1412.0,CS,MBC
2639,154.5,60033.0,BC,1412.0,CS,BC
2640,153.5,62699.0,MBC,1412.0,CS,MBC
2641,153.0,63820.0,MBC,1412.0,EC,OC
2642,150.5,68146.0,MBC,1412.0,IT,MBC
2643,147.5,74231.0,BC,1412.0,AD,BC
2644,147.5,74403.0,MBC,1412.0,IT,MBC
2645,146.5,76615.0,SC,1412.0,IT,SC
2646,145.5,79370.0,SC,1412.0,IT,SC
2647,144.5,80663.0,MBC,1412.0,EC,OC
2648,144.5,81095.0,BC,1412.0,IT,BC
2649,143.5,82942.0,MBC,1412.0,EC,OC
2650,142.5,85381.0,MBC,1412.0,IT,MBC
2651,160.0,49963.0,BC,1413.0,AD,OC
2652,156.5,56703.0,BC,1413.0,SC,OC
2653,155.0,59074.0,BC,1413.0,SC,OC
2654,153.5,62715.0,BC,1413.0,EC,OC
2655,153.0,63446.0,BC,1413.0,AD,OC
2656,149.5,70739.0,MBC,1413.0,CS,MBC
2657,148.5,72429.0,BC,1413.0,CS,BC
2658,145.0,79509.0,MBC,1413.0,AD,MBC
2659,144.0,82160.0,BC,1413.0,SC,OC
2660,143.5,82805.0,BC,1413.0,CS,BC
2661,142.5,85433.0,BC,1413.0,CS,BC
2662,198.5,566.0,BC,1414.0,CS,OC
2663,198.0,804.0,BC,1414.0,CS,OC
2664,195.54,2274.0,MBC,1414.0,CS,OC
2665,192.075,4841.0,MBC,1414.0,CS,MBC
2666,191.14,5851.0,BC,1414.0,CS,BC
2667,186.885,10755.0,MBC,1414.0,IT,OC
2668,186.5,11044.0,MBC,1414.0,CS,MBC
2669,185.955,11870.0,MBC,1414.0,IT,OC
2670,184.0,13872.0,MBC,1414.0,IT,MBC
2671,183.5,14303.0,BC,1414.0,IT,BC
2672,182.33,15809.0,BC,1414.0,IT,BC
2673,179.5,19047.0,BC,1414.0,IT,BC
2674,179.5,19426.0,MBC,1414.0,IT,MBC
2675,178.6,20159.0,BCM,1414.0,IT,BCM
2676,177.5,21558.0,MBC,1414.0,IT,MBC
2677,175.145,24877.0,MBC,1414.0,IT,MBC
2678,174.56,25588.0,MBC,1414.0,IT,MBC
2679,170.47,32296.0,SC,1414.0,IT,SC
2680,169.54,33079.0,SC,1414.0,IT,SC
2681,169.095,33846.0,SC,1414.0,IT,SC
2682,160.5,49014.0,BC,1414.0,EC,OC
2683,159.5,50768.0,MBC,1414.0,EC,OC
2684,156.0,57630.0,BC,1414.0,EC,OC
2685,153.5,62090.0,BC,1414.0,EC,OC
2686,150.0,69051.0,MBC,1414.0,EC,OC
2687,150.0,69091.0,MBC,1414.0,EC,OC
2688,149.0,71116.0,BC,1414.0,EE,OC
2689,148.0,73206.0,MBC,1414.0,EC,MBC
2690,147.5,74969.0,MBC,1414.0,EC,MBC
2691,144.0,81796.0,MBC,1416.0,PH,OC
2692,196.0,2122.0,BC,1419.0,EC,OC
2693,196.0,2241.0,BC,1419.0,AD,OC
2694,190.0,7573.0,OC,1419.0,AM,OC
2695,189.5,8147.0,MBC,1419.0,CS,OC
2696,189.0,8342.0,BC,1419.0,CS,OC
2697,189.0,8480.0,BC,1419.0,CS,OC
2698,189.0,8686.0,BC,1419.0,CS,OC
2699,188.0,9315.0,BC,1419.0,CJ,OC
2700,188.0,9473.0,BC,1419.0,CS,OC
2701,187.5,9772.0,BC,1419.0,CS,OC
2702,187.5,9796.0,BC,1419.0,CS,OC
2703,187.5,9997.0,BC,1419.0,CJ,OC
2704,186.5,11004.0,OC,1419.0,CS,OC
2705,186.39,11295.0,MBC,1419.0,IT,OC
2706,186.0,11333.0,BC,1419.0,AM,OC
2707,186.0,11581.0,MBC,1419.0,AD,OC
2708,186.0,11639.0,MBC,1419.0,CS,OC
2709,186.0,11755.0,BC,1419.0,CS,OC
2710,185.5,12185.0,MBC,1419.0,ME,OC
2711,185.5,12192.0,BC,1419.0,ME,OC
2712,185.5,12284.0,BC,1419.0,AD,OC
2713,185.5,12331.0,BC,1419.0,CS,OC
2714,185.0,12458.0,BC,1419.0,CS,OC
2715,185.0,12810.0,OC,1419.0,EC,OC
2716,184.5,13434.0,BC,1419.0,CS,BC
2717,184.5,13453.0,BC,1419.0,CS,BC
2718,184.0,13579.0,BC,1419.0,AD,OC
2719,184.0,13832.0,BC,1419.0,CS,BC
2720,184.0,13915.0,BC,1419.0,IT,OC
2721,184.0,13975.0,BC,1419.0,IT,OC
2722,183.5,14357.0,OC,1419.0,AD,OC
2723,183.5,14512.0,OC,1419.0,IT,OC
2724,183.0,14793.0,MBC,1419.0,CS,MBC
2725,183.0,14835.0,BC,1419.0,AD,OC
2726,183.0,15160.0,BC,1419.0,CS,BC
2727,182.5,15302.0,BC,1419.0,CS,BC
2728,181.5,16674.0,MBC,1419.0,EC,OC
2729,181.5,16852.0,BC,1419.0,IT,OC
2730,181.5,16902.0,BC,1419.0,IT,OC
2731,181.5,16952.0,BC,1419.0,CS,BC
2732,181.0,17267.0,MBC,1419.0,CS,MBC
2733,180.5,17672.0,BC,1419.0,IT,OC
2734,180.5,17742.0,BC,1419.0,CS,BC
2735,180.5,17794.0,BC,1419.0,CS,BC
2736,180.5,17999.0,BCM,1419.0,IT,OC
2737,180.5,18031.0,MBC,1419.0,CS,MBC
2738,180.5,18146.0,BC,1419.0,AM,OC
2739,180.0,18297.0,BC,1419.0,AM,OC
2740,180.0,18408.0,BC,1419.0,CS,BC
2741,180.0,18547.0,BC,1419.0,AD,OC
2742,179.5,18880.0,BC,1419.0,CS,BC
2743,179.5,18916.0,MBC,1419.0,IT,MBC
2744,179.5,19002.0,BC,1419.0,CI,OC
2745,179.5,19025.0,BC,1419.0,AD,BC
2746,179.5,19053.0,BC,1419.0,AD,BC
2747,179.5,19316.0,MBC,1419.0,EC,OC
2748,179.5,19388.0,BC,1419.0,EC,OC
2749,179.5,19398.0,BC,1419.0,CB,OC
2750,179.0,19627.0,BCM,1419.0,AD,BCM
2751,179.0,19812.0,BC,1419.0,EC,OC
2752,179.0,19969.0,BC,1419.0,EE,OC
2753,179.0,20131.0,BC,1419.0,EC,BC
2754,178.5,20262.0,BC,1419.0,EC,BC
2755,178.5,20471.0,BCM,1419.0,IT,BCM
2756,178.5,20482.0,BC,1419.0,CB,OC
2757,178.5,20524.0,BC,1419.0,CB,OC
2758,178.5,20568.0,MBC,1419.0,IT,MBC
2759,178.0,20907.0,MBC,1419.0,EC,MBC
2760,178.0,20973.0,MBC,1419.0,AD,MBC
2761,178.0,21019.0,MBC,1419.0,IT,MBC
2762,178.0,21191.0,BC,1419.0,CB,OC
2763,178.0,21423.0,MBC,1419.0,CS,MBC
2764,177.5,21649.0,BC,1419.0,CI,OC
2765,177.5,21801.0,BC,1419.0,CJ,OC
2766,177.0,22325.0,OC,1419.0,EE,OC
2767,177.0,22539.0,MBC,1419.0,AD,MBC
2768,177.0,22712.0,BC,1419.0,CB,OC
2769,188.0,9678.0,MBC,1419.0,EC,MBC
2770,176.9141,22768.0,BC,1419.0,AD,BC
2771,176.5,23019.0,BC,1419.0,EC,BC
2772,176.5,23139.0,OC,1419.0,CI,OC
2773,176.5,23317.0,MBC,1419.0,CS,MBC
2774,176.0,23610.0,BC,1419.0,IT,BC
2775,176.0,23900.0,MBC,1419.0,CB,MBC
2776,176.0,24091.0,BC,1419.0,EC,BC
2777,176.0,24136.0,MBC,1419.0,EC,MBC
2778,175.5,24390.0,BC,1419.0,AM,BC
2779,175.0,25249.0,BC,1419.0,AD,BC
2780,174.5,25613.0,MBC,1419.0,AD,MBC
2781,174.5,26063.0,BC,1419.0,CB,BC
2782,174.0,26637.0,BC,1419.0,ME,OC
2783,173.5,27266.0,BC,1419.0,CB,BC
2784,173.0,28084.0,BC,1419.0,CB,BC
2785,173.0,28409.0,MBC,1419.0,CB,MBC
2786,172.5,28515.0,BC,1419.0,EC,BC
2787,172.5,28628.0,BC,1419.0,AM,BC
2788,172.0,29861.0,BC,1419.0,AM,BC
2789,171.5,30448.0,MBC,1419.0,IT,MBC
2790,171.5,30468.0,MBC,1419.0,EC,MBC
2791,171.0,31010.0,SC,1419.0,AD,SC
2792,171.0,31266.0,MBC,1419.0,EC,MBC
2793,170.5,31759.0,MBC,1419.0,EC,MBC
2794,170.0,32342.0,SC,1419.0,CS,SC
2795,169.5,33439.0,MBC,1419.0,CB,MBC
2796,168.5,34810.0,MBC,1419.0,CB,MBC
2797,168.5,35248.0,MBC,1419.0,AM,MBC
2798,167.5,36280.0,SC,1419.0,AM,SC
2799,167.5,36541.0,SC,1419.0,EC,SC
2800,167.5,36946.0,MBC,1419.0,EE,MBC
2801,167.0,37240.0,MBC,1419.0,EI,OC
2802,167.0,37317.0,MBC,1419.0,CI,MBC
2803,166.0,39201.0,BC,1419.0,EE,BC
2804,166.0,39489.0,SC,1419.0,CS,SC
2805,165.5,39667.0,OC,1419.0,EI,OC
2806,165.5,40025.0,BCM,1419.0,CI,BCM
2807,165.5,40279.0,MBC,1419.0,CI,MBC
2808,164.0,42685.0,BC,1419.0,EI,OC
2809,163.0,44563.0,BC,1419.0,ME,OC
2810,163.0,44619.0,MBC,1419.0,ME,OC
2811,162.0,46097.0,MBC,1419.0,EI,MBC
2812,161.5,47239.0,BC,1419.0,EE,BC
2813,161.0,47863.0,BC,1419.0,EI,BC
2814,159.5,50173.0,BCM,1419.0,CB,BCM
2815,159.5,51052.0,BC,1419.0,ME,OC
2816,159.0,51356.0,SC,1419.0,CS,SC
2817,158.0,53890.0,MBC,1419.0,CJ,MBC
2818,157.5,54073.0,BC,1419.0,ME,BC
2819,157.0,55311.0,SC,1419.0,AD,SC
2820,156.5,56038.0,BC,1419.0,MU,OC
2821,155.5,58321.0,BC,1419.0,EI,BC
2822,155.0,59658.0,SC,1419.0,EC,SC
2823,152.5,64187.0,MBC,1419.0,ME,MBC
2824,152.0,64940.0,BC,1419.0,IC,BC
2825,152.0,65397.0,MBC,1419.0,EI,MBC
2826,151.0,67307.0,BC,1419.0,CE,BC
2827,150.5,68700.0,SC,1419.0,CB,SC
2828,150.0,69870.0,BC,1419.0,ME,BC
2829,150.0,69890.0,BC,1419.0,ME,BC
2830,149.0,71420.0,BC,1419.0,ME,BC
2831,149.0,71598.0,BCM,1419.0,EE,BCM
2832,149.0,71906.0,SC,1419.0,AD,SC
2833,146.5,76756.0,SC,1419.0,AD,SC
2834,146.0,78305.0,BC,1419.0,MU,BC
2835,143.5,83380.0,BC,1419.0,MU,BC
2836,143.0,84422.0,SC,1419.0,CB,SC
2837,174.5,25815.0,MBC,1420.0,AD,OC
2838,168.5,35413.0,MBC,1420.0,AD,OC
2839,165.5,39608.0,MBC,1420.0,CS,OC
2840,164.0,42573.0,MBC,1420.0,IT,OC
2841,158.5,52913.0,SC,1420.0,IT,OC
2842,157.0,54916.0,OC,1420.0,AD,OC
2843,150.5,68865.0,BC,1420.0,CS,OC
2844,147.0,75989.0,BC,1420.0,AD,BC
2845,146.5,76280.0,BC,1420.0,CS,OC
2846,146.5,77203.0,BC,1420.0,AD,BC
2847,146.0,77849.0,SC,1420.0,IT,SC
2848,144.5,81532.0,BC,1420.0,CS,OC
2849,144.0,82227.0,BCM,1420.0,IT,BCM
2850,172.0,29734.0,MBC,1421.0,EC,OC
2851,153.5,62101.0,BCM,1421.0,CS,OC
2852,151.5,66570.0,SC,1421.0,ME,OC
2853,150.5,68213.0,BC,1421.0,CS,OC
2854,186.0,11662.0,BCM,1422.0,CS,OC
2855,183.0,15003.0,MBC,1422.0,CS,OC
2856,182.0,16006.0,BC,1422.0,AD,OC
2857,181.0,17543.0,BC,1422.0,CS,OC
2858,180.5,17787.0,BC,1422.0,CS,OC
2859,180.5,17868.0,BC,1422.0,CS,OC
2860,180.5,18175.0,BC,1422.0,CS,BC
2861,179.5,19095.0,BC,1422.0,AD,OC
2862,177.5,21692.0,BC,1422.0,IT,OC
2863,177.5,22009.0,BC,1422.0,AD,BC
2864,177.0,22266.0,OC,1422.0,IT,OC
2865,178.5,20190.0,MBC,1422.0,AD,MBC
2866,176.5,23343.0,BC,1422.0,CS,BC
2867,176.0,23808.0,BCM,1422.0,AD,BCM
2868,176.0,24100.0,MBC,1422.0,AD,MBC
2869,175.5,24713.0,BC,1422.0,IT,BC
2870,174.5,25658.0,MBC,1422.0,IT,MBC
2871,174.5,25682.0,MBC,1422.0,CS,MBC
2872,174.5,26101.0,MBC,1422.0,CS,MBC
2873,174.24,26312.0,MBC,1422.0,CS,MBC
2874,173.5,27107.0,BC,1422.0,EC,OC
2875,173.5,27146.0,MBC,1422.0,CS,MBC
2876,173.5,27453.0,MBC,1422.0,CS,MBC
2877,173.0,27759.0,BC,1422.0,EC,OC
2878,172.6667,28445.0,OC,1422.0,EC,OC
2879,172.5,29068.0,BC,1422.0,CS,BC
2880,172.0,29288.0,MBC,1422.0,IT,MBC
2881,171.5,29976.0,BC,1422.0,CY,BC
2882,171.5,30031.0,MBC,1422.0,IT,MBC
2883,171.5,30101.0,BC,1422.0,CS,BC
2884,171.5,30203.0,MBC,1422.0,CY,MBC
2885,171.5,30275.0,BC,1422.0,EC,OC
2886,171.0,30969.0,MBC,1422.0,CS,MBC
2887,171.0,31321.0,BC,1422.0,IT,BC
2888,169.5,33593.0,MBC,1422.0,EC,MBC
2889,169.5,33604.0,SC,1422.0,CS,SC
2890,169.5,33819.0,MBC,1422.0,EC,MBC
2891,167.0,37356.0,BC,1422.0,EC,BC
2892,166.5,37968.0,BC,1422.0,ME,OC
2893,165.5,40113.0,BC,1422.0,EC,BC
2894,164.5,41437.0,BC,1422.0,EC,BC
2895,164.0,42429.0,BC,1422.0,EE,OC
2896,162.5,45174.0,BC,1422.0,EE,OC
2897,162.5,45309.0,MBC,1422.0,EC,MBC
2898,162.0,46415.0,BC,1422.0,EE,OC
2899,161.5,46832.0,BC,1422.0,EE,OC
2900,157.5,54296.0,BC,1422.0,EI,OC
2901,157.5,54491.0,BC,1422.0,CE,OC
2902,157.0,55025.0,BCM,1422.0,EI,OC
2903,157.0,55406.0,MBC,1422.0,EI,OC
2904,156.5,55968.0,MBC,1422.0,ME,OC
2905,156.5,56736.0,MBC,1422.0,EE,MBC
2906,156.0,57132.0,BC,1422.0,ME,OC
2907,155.0,58811.0,BCM,1422.0,EE,BCM
2908,155.0,58840.0,MBC,1422.0,EE,MBC
2909,153.5,61943.0,BC,1422.0,EE,BC
2910,152.5,64760.0,MBC,1422.0,EI,MBC
2911,151.5,66523.0,BC,1422.0,EI,BC
2912,151.5,66764.0,BC,1422.0,EE,BC
2913,149.0,71039.0,MBC,1422.0,EE,MBC
2914,146.5,76712.0,BC,1422.0,MD,OC
2915,146.5,76722.0,MBC,1422.0,EI,MBC
2916,145.0,80013.0,MBC,1422.0,CE,OC
2917,143.0,84161.0,BC,1422.0,EI,BC
2918,174.0,26646.0,BC,1423.0,IT,OC
2919,156.5,56796.0,MBC,1423.0,CS,OC
2920,150.0,69267.0,MBC,1423.0,IT,OC
2921,142.5,85749.0,MBC,1423.0,AD,OC
2922,182.5,15483.0,MBC,1424.0,AD,OC
2923,176.5,23114.0,BC,1424.0,EC,OC
2924,166.0,38824.0,BCM,1424.0,AD,OC
2925,164.0,42374.0,BC,1424.0,CS,OC
2926,164.0,42890.0,BC,1424.0,ME,OC
2927,161.5,46944.0,MBC,1424.0,EC,OC
2928,154.5,60359.0,BCM,1424.0,CB,OC
2929,152.5,64061.0,BC,1424.0,AD,OC
2930,151.5,66514.0,BCM,1424.0,AD,OC
2931,149.0,71840.0,BCM,1424.0,AD,OC
2932,143.0,84098.0,BCM,1424.0,CS,OC
2933,142.0,85972.0,BCM,1424.0,CS,OC
2934,143.0,83842.0,BC,1426.0,CS,OC
2935,146.0,77734.0,OC,1428.0,CS,OC
2936,144.5,81055.0,MBC,1428.0,IT,OC
2937,177.0,22115.0,BC,1431.0,SC,OC
2938,175.5,24262.0,MBC,1431.0,AD,OC
2939,167.5,36554.0,MBC,1431.0,AD,OC
2940,167.0,37504.0,SC,1431.0,AD,OC
2941,159.5,50364.0,BC,1431.0,CS,OC
2942,151.5,66273.0,BC,1431.0,AD,OC
2943,151.0,66904.0,MBC,1431.0,CS,OC
2944,143.0,84743.0,MBC,1431.0,CS,OC
2945,195.0,2886.0,BC,1432.0,CS,OC
2946,193.0,4232.0,BC,1432.0,AD,OC
2947,193.0,4300.0,BC,1432.0,CS,OC
2948,192.0,4967.0,OC,1432.0,CS,OC
2949,192.0,5098.0,BC,1432.0,CS,OC
2950,192.0,5144.0,BCM,1432.0,AD,OC
2951,192.0,5269.0,BC,1432.0,CS,OC
2952,192.0,5330.0,BC,1432.0,CS,OC
2953,191.5,5446.0,BC,1432.0,AD,OC
2954,191.5,5485.0,BC,1432.0,CS,OC
2955,191.0,6247.0,BC,1432.0,CB,OC
2956,190.0,7044.0,OC,1432.0,AM,OC
2957,190.0,7477.0,BCM,1432.0,CS,BCM
2958,190.0,7663.0,BC,1432.0,AD,OC
2959,189.5,8005.0,BC,1432.0,CS,BC
2960,189.5,8070.0,BC,1432.0,AM,OC
2961,189.0,8557.0,BC,1432.0,CO,OC
2962,188.5,8963.0,BC,1432.0,EC,OC
2963,188.5,9141.0,BC,1432.0,CS,BC
2964,188.0,9424.0,OC,1432.0,EC,OC
2965,187.5,10148.0,BCM,1432.0,AD,BCM
2966,187.5,10204.0,MBC,1432.0,AD,MBC
2967,187.0,10299.0,BC,1432.0,CB,OC
2968,187.0,10380.0,BC,1432.0,CS,BC
2969,186.5,10953.0,BCM,1432.0,CS,BCM
2970,186.0,11630.0,MBC,1432.0,CS,MBC
2971,185.5,12074.0,BC,1432.0,AD,BC
2972,185.5,12398.0,BC,1432.0,AM,BC
2973,185.0,12822.0,BC,1432.0,CB,BC
2974,185.0,12910.0,BC,1432.0,CO,BC
2975,184.5,13003.0,MBC,1432.0,CS,MBC
2976,184.0,13697.0,MBC,1432.0,CS,MBC
2977,184.0,14089.0,MBC,1432.0,AD,MBC
2978,183.5,14530.0,BC,1432.0,CB,BC
2979,181.0,17221.0,MBC,1432.0,EC,MBC
2980,180.5,18134.0,MBC,1432.0,CB,MBC
2981,180.0,18567.0,MBC,1432.0,CB,MBC
2982,177.5,21732.0,MBC,1432.0,AM,MBC
2983,177.0,22528.0,MBC,1432.0,CO,MBC
2984,184.5,13044.0,MBC,1432.0,EC,MBC
2985,176.5,23127.0,MBC,1432.0,AM,MBC
2986,176.155,23429.0,MBC,1432.0,AM,MBC
2987,176.0,23578.0,MBC,1432.0,EC,MBC
2988,176.0,24162.0,MBC,1432.0,EC,MBC
2989,170.0,32755.0,SC,1432.0,CB,SC
2990,167.0,37589.0,BC,1432.0,ME,BC
2991,166.5,38643.0,SC,1432.0,CS,SC
2992,160.5,49238.0,SC,1432.0,EC,SC
2993,158.0,53411.0,SC,1432.0,CS,SC
2994,157.5,54602.0,SC,1432.0,AD,SC
2995,157.0,55501.0,SC,1432.0,AD,SC
2996,154.0,61058.0,SC,1432.0,CB,SC
2997,151.5,66056.0,SC,1432.0,CB,SC
2998,189.5,7986.0,MBC,1434.0,AG,OC
2999,158.0,53116.0,BC,1437.0,AD,OC
3000,144.5,80853.0,SC,1437.0,CS,OC
3001,152.0,65549.0,BC,1441.0,CS,OC
3002,150.0,69624.0,SC,1441.0,CS,OC
3003,180.0,18418.0,OC,1442.0,AD,OC
3004,178.5,20274.0,BC,1442.0,AD,OC
3005,178.5,20592.0,BC,1442.0,AD,OC
3006,177.24,22077.0,BC,1442.0,AD,BC
3007,189.435,8175.0,OC,1442.0,CS,OC
3008,173.0,28183.0,BC,1442.0,AD,BC
3009,172.175,29200.0,MBC,1442.0,AD,MBC
3010,171.0,30784.0,BC,1442.0,CS,OC
3011,167.69,36219.0,OC,1442.0,SC,OC
3012,166.0,38968.0,MBC,1442.0,CS,MBC
3013,164.425,42071.0,MBC,1442.0,SC,OC
3014,153.0,63533.0,MBC,1442.0,CS,MBC
3015,148.0,74054.0,MBC,1442.0,CS,MBC
3016,145.5,78515.0,MBC,1442.0,SC,MBC
3017,144.0,82214.0,MBC,1449.0,AG,OC
3018,191.5,5538.0,BC,1450.0,CS,OC
3019,191.0,5953.0,BC,1450.0,CS,OC
3020,191.0,6182.0,BC,1450.0,CS,OC
3021,191.0,6388.0,MBC,1450.0,CS,MBC
3022,188.5,8883.0,MBC,1450.0,CS,MBC
3023,188.5,9204.0,BCM,1450.0,CS,BCM
3024,188.0,9258.0,MBC,1450.0,IT,OC
3025,187.34,10237.0,BC,1450.0,IT,BC
3026,186.5,10844.0,BC,1450.0,EC,OC
3027,186.0,11688.0,BC,1450.0,IT,BC
3028,185.5,11900.0,BCM,1450.0,EC,OC
3029,185.5,12102.0,BC,1450.0,EC,BC
3030,185.0,12488.0,MBC,1450.0,IT,MBC
3031,185.0,12612.0,BC,1450.0,CS,BC
3032,183.333,14682.0,BC,1450.0,EE,OC
3033,183.0,14748.0,BC,1450.0,IT,BC
3034,183.0,14843.0,MBC,1450.0,CS,MBC
3035,182.5,15701.0,BCM,1450.0,IT,BCM
3036,180.5,17749.0,BC,1450.0,EC,BC
3037,180.0,18394.0,BC,1450.0,EC,BC
3038,179.0,19778.0,BC,1450.0,EE,OC
3039,178.0,20929.0,BC,1450.0,EE,OC
3040,175.3333,24867.0,BC,1450.0,EE,BC
3041,173.0,27826.0,BC,1450.0,EE,BC
3042,170.0,32353.0,MBC,1450.0,EE,MBC
3043,170.0,32618.0,MBC,1450.0,ME,OC
3044,169.5,33798.0,SC,1450.0,CS,SC
3045,169.0,34622.0,BC,1450.0,ME,OC
