key,tnea_code,college_name
268,2660,"Gnanamani College of Engineering, NH-7, A K Samuthiram,
Pachal Post, Namakkal District 637018"
269,2661,"Vivekanandha College of Technology for Women,
Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam,
Namakkal District 637205"
270,2662,"Dr. Nagarathinams College of Engineering, Anadhagoundam
Palayam, Minakkal Post, Rasipuram, Namakkal District 637505"
271,2664,"Excel College of Engineering and Technology, Pallakapalayam,
Sankari West Post, Namakkal District 637303"
272,2665,"Mahendra Institute of Engineering and Technology,
Mahendrapuri, Mallasamudram, Namakkal District 637503"
273,2666,"The Kavery College of Engineering, M Kalipatti Post, Mecheri,
Salem District 636453"
274,2667,"Excel College of Architecture and Planning, Pallakapalayam,
Sankari West Post, Namakkal District 637303"
275,2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village,
Karamadai, Coimbatore District 641104"
276,2682,"Ambal Professional Group of Institutions, Coimbatore to Trichy
Road, K N Puram Post, Palladam Taluk, Tiruppur District 641662"
277,2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi,
Pappireddipatti Taluk, Dharmapuri District 635301"
278,2702,"Bannari Amman Institute of Technology (Autonomous),
Sathyamanagalam, Erode District 638401"
279,2704,"Coimbatore Institute of Engineering and Technolgoy,
Narasipuram Post, Coimbatore District 641109"
280,2705,"C S I College of Engineering, Ketti, The Nilgiris 643215"
281,2706,"Dr. Mahalingam College of Engineering and Technology
(Autonomous), Mackinaickenpatti Post, Pollachi Taluk,
Coimbatore District 642003"
282,2707,"Erode Sengunthar Engineering College, Thudupathi Post, Erode
District 638057"
283,2708,"Hindusthan College of Engineering and Technology,
Othakkalmandapam Post, Coimbatore District 641032"
284,2709,"Institute of Road and Transport Technology, Vasavi College Post,
Erode District 638316"
285,2710,"Karpagam College of Engineering (Autonomous),
Othakkalmandapam, Coimbatore District 641032"
286,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode
District 638052"
287,2712,"Kumaraguru College of Technology (Autonomous),
Chinnavedampatti Post, Coimbatore District 641006"
288,2713,"M P Nachimuthu M Jagannathan Engineering College,
Chennimalai, Erode District 638112"
289,2714,"Maharaja Engineering College, Avinashi, Tiruppur District
641654"
290,2715,"Nandha Engineering College (Autonomous), Pitchandampalayam
Post, Erode District 638052"
291,2716,"Park College of Engineering and Technology, Kaniyur,
Coimbatore District 641659"
292,2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur
District 638056"
293,2718,"Sri Krishna College of Enginering and Technology (Autonomous),
Kuniamuthur, Coimbatore District 641008"
294,2719,"Sri Ramakrishna Engineering College (Autonomous),
Vattamalaipalayam, Coimbatore District 641022"
295,2721,"Tamilnadu College of Engineering, Karumathampatti Post,
Coimbatore District 641659"
296,2722,"Sri Krishna College of Technology (Autonomous), Kovaipudur
Post, Coimbatore District 641042"
297,2723,"Velalar College of Engineering and Technology, Thindal Post,
Erode District 638009"
298,2725,"Sri Ramakrishna Institute of Technology, (Autonomous),
Pachapalayam, Coimbatore District 641010"
299,2725,"Sri Ramakrishna Institute of Technology, (Autonomous)
Pachapalayam, Coimbatore District 641010"
300,2726,"SNS College of Technology (Autonomous), SNS Kalvi Nagar,
Sathy Main road, Saravanampatti Post, Coimbatore District
641035"
301,2727,"Sri Shakthi Institute of Engineering and Technology, L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062"
302,2728,"Tamilnadu School of Architecture, Karumathampatti Post,
Coimbatore District 641659"
303,2729,"Nehru Institute of Engineering and Technology,
Thirumalayampalayam Post, Coimbatore District 641105"
304,2731,"R V S College of Engineering and Technology, Kannampalayam,
Sulur, Coimbatore District 641402"
305,2732,"INFO Institute of Engineering, Sarkar Samakulam, Coimbatore
District 641107"
306,2733,"Angel College of Engineering and Technology, P.K.Palayam,
Ugayanur Village, Tirupur District 641 665"
307,2734,"SNS College of Engineering, Sathy Main Road, Kurumbapalayam
Post, Coimbatore District 641107"
308,2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T
By pass Road, Coimbatore District 641021"
309,2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore
District 641035"
310,2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam
Village, Viraliyur Post, Thondamuthur Via, Coimbatore District
641109"
311,2739,"Sri Eshwar College of Engineering, Kondampatti Post, Vadasithur
(Via), Kinathukadavu, Coimbatore District 641202"
312,2740,"Hindustan Institute of Technology, Othakkalmandapam,
Coimbatore District 641032"
313,2741,"P A College of Engineering and Technology, (Autonomous)
Palladam Road, Pollachi, Coimbatore District 642002"
314,2743,"Dhanalakshmi Srinivasan College of Engineering, NH47,
Palakkad Main Road, Navakkarai Post, Near Nandhi Temple,
Coimbatore District 641105"
315,2744,"Adithya Institute of Technology, Kurumbapalayam Village,
Coimbatore District 641107"
316,2745,"Kathir College of Engineering, Neelambur, Avinashi Road,
Coimbatore District 641062"
317,2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai,
K Mettupalayam Post, Gobichettipalayam, Erode District 638455"
318,2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode
District 638107"
319,2749,"EASA College of Engineering and Technology, NH-47,
Coimbatore-Palakkad Main Road, Navakarai Post, Coimbatore
District 641105"
320,2750,"KIT-Kalaignar Karunanidhi Institute of Technology,
Kannampalayam, Coimbatore District 641402"
321,2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur
Road, Saravanampatti, Coimbatore District 641035"
322,2752,"Nandha College of Technology, Pitchandampalayam Post, Erode
District 638052"
323,2753,"P P G Institute of Technology, Vilankurichi Village, Coimbatore
District 641035"
324,2755,"Nehru Institute of Technology, Thirumalayampalayam Post,
Coimbatore District 641105"
325,2758,"J K K Muniraja College of Technology, T N Palayam, Gobi Taluk,
Erode District 638506"
326,2759,"McGans Ooty School of Architecture, Summer House Road, Ooty,
The Nilgiris 643001"
327,2761,"United Institute of Technology, Gadalore Village,
Perianaickenpalayam, Coimbatore District 641020"
328,2762,"Jansons Institute of Technology, Karumathampatty, Somaur,
Coimbatore District 641659"
329,2763,"Akshaya College of Engineering and Technology, Kinathukadavu,
Coimbatore District 642109"
330,2764,"K P R Institute of Engineering and Technology, Kollupalayam
Village, Arasur Panchayat, Coimbatore District 641407"
331,2765,"Sriguru Institute of Technology, Varathaiyanagar Palayam,
Kondayampalayam Post, Coimbatore District 641110"
332,2767,"SRG Engineering College, Aniyapuram Post, Namakkal District
637017"
333,2768,"Park College of Technology, Prema Ravi Nagar,
Karumathampatty, Coimbatore District 641059"
334,2769,"J C T College of Engineering and Technology, Pichanur,
Coimbatore District 641105"
335,2772,"C M S College of Engineering and Technology,
Appachigoundenpathy, Kumittipatti, Coimbatore District 641105"
336,2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus,
Kannampalayam, Sulur, Coimbatore District 641 402"
337,2778,"R V S School of Architecture, Kumaran Kottam Campus, Trichy
Road, Kannampalayam, Coimbatore District 641402"
338,2779,"Ranganathan Architecture College, Viraliyur Post, Thondamuthur
Via, Coimbatore District 641109"
339,2780,"S V S School of Architecture, Asarampalayam Post, Pollachi
Taluk, Coimbatore District 642109"
340,3011,"University College of Engineering, BIT Campus, Anna University,
Tiruchirappalli District 620024"
341,3016,"University College of Engineering, Ariyalur, Kathankudikadu
Village, Thelur Post, Ariyalur District 621704"
342,3018,"University College of Engineering, Thirukkuvalai, Nagappattinam
District 610204"
343,3019,"University College of Engineering, Panruti, Chennai-Kumbakonam Highway, Panikkankuppam, Panruti, Cuddalore
District 607106"
344,3021,"University College of Engineering, Pattukkottai, ECR Road,
Rajamadam, Pattukkottai Taluk, Thanjavur District 614701"
345,3403,"Mahalakshmi Engineering College, Trichy-Salem Highways,
(Near No.1 Tollgate), Melpathu, Siruganbur Post, Tiruchirappalli
District 621213"
346,3410,"Krishnaswamy Collge of Engineering and Technology, S
Kumarapuram, Cuddalore District 607109"
347,3425,"C K College of Engineering and Technology, Chellangkuppam,
Cuddalore District 607003"
348,3446,"Prime College of Architecture and Planning, Main Road, Kilvelur,
Nagapattinam District 611104"
349,3451,"SMR East Coast College of Engineering & Technology, East
Coast Road, Somanathapattinam, Thanjavur District 614612"
350,3453,"RVS KVK School of Architecture, Dindigul Highway,
Inamkulathur, Tiruchirappalli District 621303"
351,3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113"
352,3456,"K S K College of Engineering and Technology, Thanjavur Main
Road, Darasuram, Kumbakonam, Thanjavur District 612702"
353,3457,"Dhanalakshmi Srinivasan College of Engineering, Thuraiyur
Road, Perambalur District 621212"
354,3458,"Dhanalakshmi Srinivasan Institute of Research and Technology,
NH-45, Trichy � Chennai Main Road, Siruvachur, Perambalur
District 621113"
355,3459,"Dhanalakshmi Srinivasan Institute of Technology, Samayapuram,
Chennai-Trichy Main Road, Tiruchirappalli District 621112"
356,3460,"Sureya College of Engineering, Konalai, Tiruchirappalli District
621132"
357,3461,"Arifa Institute of Technology, Esanoor, Keelaiyur Post,
Thirukkuvalai Taluk, Nagapattinam District 611103"
358,3462,"Ariyalur Engineering College, NH-227, Trichy-Chithambaram
NH, Karuppur-Senapathy Post, Ariyalur District 621707"
359,3463,"Elizabeth College of Engineering and Technology,
Annamangalam Post, Veppanthattai Taluk, Perambalur District
621102"
360,3464,"Government College of Engineering, Gandarvakottai Road,
Sengipatti, Thanjavur District 613402"
361,3465,"Government College of Engineering, Srirangam, Sethurappatti,
Trichy District 620 012"
362,3466,"Nelliandavar Institute of Technology, Nerunjikorai Village,
Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704"
363,3467,"Prime Nest College of Architecture and Planning, V.J.P. Campus,
Trichy-Chennai Highway, Navaladiyan Nagar, Siruganur,
Tiruchirappalli District 621105"
364,3701,"K Ramakrishnan College of Technology, Kariyamanickam Road,
Samayapuram, Manachanallur Taluk, Tiruchirappalli District
621112"
365,3701,"K Ramakrishnan College of Technology, Kariyamanickam Road,
Samayapuram, Tiruchirappalli District 621112"
366,3760,"Sir Issac Newton College of Engineering and Technology,
Anthanapeetai Post, Papakoil, Nagappattinam District 611102"
367,3766,"Star Lion College of Engineering & Technology, Manankorai
Main Road, Manankorai Village, Thanjavur District 614206"
368,3782,"OASYS Institute of Technology , Pulivalam Village, Musiri
Taluk, Tiruchirappalli District 626001"
369,3783,"M.A.M. School of Architecture, Siruganur, Tiruchirappalli District
621105"
370,3784,"C.A.R.E School of Architecture, Engineering, Thayanoor Village,
Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009"
371,3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District
621105"
372,3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk,
Tiruchirappalli District 621105"
373,3801,"A V C College of Engineering, Mannampandal Post,
Mayiladuthurai, Nagappattinam District 609305"
374,3802,"Shri Angalamman College of Engineering and Technology
Siruganoor, Tiruchirappalli District 621105"
375,3803,"Anjalai Ammal-Mahalingam Engineering College, Kovilvenni,
Thiruvarur District 614403"
376,3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam,
Thanjavur District 612501"
377,3805,"Dhanalakshmi Srinivasan Engineering College, Thuraiyur Road,
Perambalur District 621212"
378,3806,"Edayathangudi G S Pillay Engineering College, Nagapattinam
District 611002"
379,3807,"J J College of Engineering and Technology, Poolankulathupatti
Post, Thiruchirappalli District 620009"
380,3808,"Jayaram College of Engineering and Technology , Pagalavadi
Post, Tiruchirappalli District 621014"
381,3809,"Kurinji College of Engineering and Technology, Manapparai,
Tiruchirappalli District 621307"
382,3810,"M.A.M. College of Engineering, Siruganur, Tiruchirappalli
District 621105"
383,3811,"M I E T Engineering College, Trichy-Pudukkottai Road,
Tiruchirappalli District 620007"
384,3812,"Mookambigai College of Engineering, Keeranur, Pudukkottai
District 622502"
385,3813,"Oxford Engineering College, Pirattiyur(W), Tiruchirappalli
District 620009"
386,3814,"P R Engineering College, Vallam, Thanjavur District 613403"
387,3815,"Pavendhar Bharathidasan College of Engineering and Technology,
Pudukkottai Main Road, Tiruchirappalli District 620024"
388,3817,"Roever Engineering College, Elambalur, Perambalur District
621212"
389,3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli
District 620012"
390,3820,"Trichy Engineering College, Konalai, Tiruchirappalli District
621132"
391,3821,"A R J College of Engineering and Technology, Mannargudi Taluk,
Thiruvarur District 614001"
392,3822,"Dr. Navalar Nedunchezhian College of Engineering, Tholudur,
Cuddalore District 606303"
393,3823,"Srinivasan Engineering College, Thuraiyur Road, Perambalur
District 621212"
394,3825,"St. Josephs College of Engineering and Technology, Elupatti
Village, Rawaspatti Post, Thanjavur District 613403"
395,3826,"Kongunadu College of Engineering and Technology, Tholurpatti,
Thottiyam, Tiruchirappalli District 621215"
396,3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai
Trunk Road, Siruganur, Tiruchirappalli District 621105"
397,3830,"K Ramakrishnan College of Engineering, Kariyamanickam Road,
Samayapuram, Manachanallur Taluk, Tiruchirappalli District
621112"
398,3830,"K Ramakrishnan College of Engineering, Kariyamanickam Road,
Samayapuram, Manachanallur Taluk, Tiruchirappalli 621112"
399,3831,"Indra Ganesan College of Engineering, Madurai Main Road,
Manikandam, Tiruchirappalli District 620012"
400,3833,"Parisutham Institute of Technology and Science, Ring Road,
Nanjikottai, Thanjavur District 613006"
401,3841,"C.A.R.E Group of Institutions, Thayanoor Village, Thayanoor
Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District
620009"
402,3841,"C.A.R.E Group of Institutions, Thayanoor Village, Thayanoor
Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 6"
403,3843,"M R K Institute of Technology, Nattarmangalam Village,
Kattumannarkoil, Cuddalore District 608306"
404,3844,"Shivani Engineering College, Ammapettai, Srirangam,
Tiruchirappalli District 620009"
405,3845,"Imayam College of Engineering, Kannanur, Thuraiyur,
Tiruchirappalli District 621206"
406,3846,"Mother Terasa College of Engineering and Technology,
Mettusalai Post and Taluk, Pudukkottai District 622102"
407,3847,"Roever College of Engineering and Technology, Elambalur,
Perambalur District 621212"
408,3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman
Koil (Via), Thanjavur District 613001"
409,3849,"Annai College of Engineering and Technology, Kovilacheri,
Kumbakonam, Thanjavur District 612503"
410,3850,"Vetri Vinayaha College of Engineering and Technology,
Namakkal-Trichy Main Road, Tholurpatti Village, Thottiam,
Tiruchirappalli District 621215"
411,3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi
Village, Alangudi Taluk, Pudukkottai District 622303"
412,3854,"Mahath Amma Institute of Engineering and Technology (MIET),
Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District
622101"
413,3855,"As-Salam College of Engineering and Technology,
Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur
District 612102"
414,3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,
Thathanur, Udayarpalayam, Ariyalur District 621804"
415,3859,"Sembodai Rukmani Varatharajan Engineering College, Sembodai
Village, Vedaraniam, Nagappattinam District 614820"
416,3860,"St. Annes College of Engineering and Technology,
Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District
607110"
417,3905,"Kings College of Engineering, Punalkulam, Pudukkottai District
613303"
418,3908,"Mount Zion College of Engineering and Technology, Pilivalam
Post, Pudukkottai District 622507"
419,3918,"Shanmuganathan Engineering College, Pillivalam Post,
Pudukkottai District 622507"
420,3920,"Sudharsan Engineering College, Sathiyamangalam Post,
Pudukkottai District 622501"
421,3923,"M N S K College of Engineering, Vallathirakkottai Post,
Pudukkottai District 622305"
422,3925,"M A R College of Engineering and Technology, Boothakudi,
Rasanaickenpatty Post, Illuppur Taluk, Pudukkottai District
621316"
423,4020,"Anna University Regional Campus - Tirunelveli, Trivandrum
Road, Palayamkottai, Tirunelveli District 627007"
424,4023,"University College of Engineering, Nagercoil, Nagercoil Industrial
Estate, Konam, Kanyakumari District 629004"
425,4024,"University V.O.C. College of Engineering, Thoothukudi, Near
V.O.C. College, Millerpuram, Thoothukudi District 628008"
426,4669,"Thamirabharani Engineering College, Chathirampudukulam
Village, Thatchanallur, Tirunelveli District 625358"
427,4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari
District 629401"
428,4671,"Sigma College of Architecture, Moododu, Anucode Post,
Marthandam, Kanyakumari District 629168"
429,4672,"Stella Marys College of Engineering, Arunthengan Vilai, Azhikal
Post, Kanyakumari District 629202"
430,4675,"Universal College of Engineering and Technology, Anbagam
Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117"
431,4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti,
Sivakasi, Virudhunagar District 626128"
432,4677,"Lourdes Mount College of Engineering and Technology,
Marthandam-Karungal Road, Chundavilai, Mullanganavilai,
Nattalam Post, Kanyakumari District 629195"
433,4678,"Ramco Institute of Technology, North venganallur Village,
Krishnapuram Panchayat, Rajapalayam, Virudhunagar District
626117"
434,4679,"V.P.M.M. College of Architecture for Women, V.P.M. Nagar,
Krishnankoil, Srivilliputtur, Virudhunagar District 626190"
435,4680,"AAA College of Engineering and Technology, Kamarajar
Educational Road, Amathur Village, Sivakasi, Virudhunagar
District 626005"
436,4686,"Good Shepherd College of Engineering and Technology,
Maruthamparai, Kanyakumari District 629101"
437,4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post,
Santhakulam Taluk, Thoothukudi District 628656"
438,4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post,
Virudhunagar District 626106"
439,4927,"Maria College of Engineering and Technology, Attoor
Puliyamoodu Junction, Thiruvattar Post, Kanyakumari District
629177"
440,4927,"Maria College of Engineering and Technology, Attoor
Puliyamoodu Junction, Thiruvattar Post, Kanyakumari District"
441,4928,"MAR Ephraem College of Engineering & Technology, Malankara
Hills, Elavuvillai, Marthandam, Kanyakumari District 629171"
442,4929,"M E T Engineering College, Mogals Garden, Thovalai Village,
Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District
629304"
443,4931,"Chandy College of Engineering, Chandy Nagar, Mullakkadu,
Thoothukudi District 628005"
444,4932,"Immanuel Arasar J J College of Engineering, Anappara,
Edavilagam, Nattalam, Kanyakumari District 629195"
445,4933,"St. Mother Theresa Engineering College, Vagaikulam,
Thoothukudi District 628102"
446,4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai,
Srivaikuntam, Thoothukudi District 628851"
447,4937,"A R College of Engineering and Technology, Kadayam-Alangulam Road, Therikkumadathoor Post, Tirunelveli District
627423"
448,4938,"Sivaji College of Engineering and Technology, Manivilla Palulai
Panchayat, Vilavancode, Kanyakumari District 629170"
449,4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti,
Thoothukudi District 628502"
450,4943,"Satyam College of Engineering & Technology, Kannappannallur,
Aralvaimozhi, Kanyakumari District 629301"
451,4944,"Arunachala College of Engineering for Women, Thanka Gardens,
Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203"
452,4945,"Vins Christian Womens College of Engineering, Chunkankadai
Post, Nagercoil, Kanyakumari District 629807"
453,4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai,
Kanyakumari District 629301"
454,4948,"Rajas International Institute of Technology for Women,
Ozhuginasery, Nagercoil, Kanyakumari District 629001"
455,4949,"P S N Institute of Technology & Science, Melathediyoor,
Tirunelveli District 627152"
456,4952,"C S I Institute of Technology, Thovalai, Kanyakumari District
629302"
457,4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District
627114"
458,4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur,
Thoothukudi District 628215"
459,4955,"Francis Xavier Engineering College, Vannarpettai, Tirunelveli
District 627003"
460,4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth,
Thoothukudi District 628617"
461,4959,"Kamaraj College of Engineering and Technology, Virudhunagar
District 626001"
462,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,
Virudhunagar District 626005"
463,4961,"National College of Engineering, Maruthakulam Post, Tirunelveli
District 627151"
464,4962,"National Engineering College (Autonomous), Kovilpatti,
Thoothukudi District 628503"
465,4964,"P S N College of Engineering and Technology (Autonomous),
Melathediyoor, Tirunelveli Dstrict 627152"
466,4965,"P S R Engineering College (Autonomous), Appayanaickenpatti,
Sevalpatti, Virudhunagar District 626140"
467,4966,"PET Engineering College, Vallioor Post, Tirunelveli District
627117"
468,4967,"S Veerasamy Chettiar College of Engineering and Technology,
Puliangudi Post, Tirunelveli District 627855"
469,4968,"Sardar Raja College of Engineering, Alangulam, Tirunelveli
District 627808"
470,4969,"SCAD College of Engineering and Technology, Cheranmahadevi,
Tirunelveli District 627414"
471,4970,"Sree Sowdambiga College of Engineering, Aruppukkottai Taluk,
Virudhunagar District 626134"
472,4971,"St. Xavier Catholic College of Engineering, Chunkankadai,
Nagercoil, Kanyakumari District 629807"
473,4972,"Amrita College of Engineering and Technology, Erachakulam
Post, Kanyakumari District 629902"
474,4973,"Rajas Engineering College , Vadakkangulam, Tirunelveli District
627116"
475,4974,"Government College of Engineering, Tirunelveli District 627007"
476,4975,"Dr. G U Pope College of Engineering, Sawyerpuram, Thoothukudi
District 628251"
477,4976,"Infant Jesus College of Engineering, Thoothukudi Highway
(NH7/A), Thoothukudi District 628851"
478,4977,"Narayanaguru College of Engineering, Manjalumoodu,
Kanyakumari District 629151"
479,4978,"Udaya School of Engineering, Ammandivilai Post, Kanyakumari
District 629204"
480,4979,"V P Muthaiah Pillai Meenakshi Ammal Engineering College for
Women, Srivilliputhur Taluk, Virudhunagar District 626190"
481,4980,"Einstein College of Engineering, Seethaparpanallur, Tirunelveli
District 627012"
482,4981,"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil,
Kanyakumari District 629003"
483,4982,"Vins Christian College of Engineering, Chunkankadai Post,
Nagercoil, Kanyakumari District 629807"
484,4983,"Lord Jegannath College of Engineering and Technology,
Kumarapuram, Thoppur Post, Kanyakumari District 629402"
485,4984,"Marthandam College of Engineering & Technology, Kuttakuzhi,
Veeyanoor Post, Kanyakumari District 629177"
486,4989,"P S N Engineering College, Melathediyoor, Tirunelveli District
627152"
487,4992,"Bethlahem Institute of Engineering, Karungal, Kanyakumari
District 629157"
488,4993,"Loyola Institute of Technology and Science, Loyola Nagar, P B
No.2, Thovalai, Kanyakumari District 629302"
489,4994,"J P College of Engineering, College Road, Ayakudy, Tenkasi
Taluk, Tirunelveli District 627852"
490,4995,"P S R Rengasamy College of Engineering for Women,
Appayanaickenpatti, Sevalpatti, Virudhunagar District 626140"
491,4996,"Sri Vidhya College of Engineering and Technology, Sivakasi
Main Road, P Kumaralinapuram, Virudhunagar District 626005"
492,4998,"Mahakavi Bharathiyar College of Engineering and Technology,
Vasudevanallur, Tirunelveli District 627758"
493,4999,"Annai Vailankanni College of Engineering, Pothaiyadi Salai,
Pottalkulam, Azhagappapuram, Kanyakumari District 629401"
494,5008,"Thiagarajar College of Engineering (Autonomous),
Tirupparankundram, Madurai District 625015"
495,5009,"Government College of Engineering, Melachokkanathapuram,
Bodinayakkanur, Theni District 625 582"
496,5010,"Anna University Regional Campus - Madurai, Kanyakumari
National Highway, Keelakuilkudi, Madurai District 625019"
497,5012,"Central Electrochemical Research Institute, (CECRI), Karaikudi,
Sivagangai District 630006"
498,5012,
499,5017,"University College of Engineering, Ramanathapuram, Pullangudi,
Ramanathapuram District 623513"
500,5022,"University College of Engineering, Dindigul, Mangarai Pirivu,
Reddiyarchathiram, Dindigul District 624622"
501,5502,"Sree Raaja Raajan College of Engineering & Technology,
Amaravathi Village, Amaravathi Pudur Post, Karaikudi,
Sivagangai District 630301"
502,5530,"SSM Institute of Engineering and Technology, Kuttathupatti
Village, Sindalaigundu Post, Dindigul District 624002"
503,5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk,
Madurai District 625122"
504,5533,"Karaikudi Institute of Technology, KIT & KIM Technical
Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai"
505,5533,"Karaikudi Institute of Technology, KIT & KIM Technical
Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai
District 630307"
506,5536,"Mangayarkarasi College of Engineering, First Street,
Mangayarkarasi Nagar, Paravai, Madurai District 625402"
507,5537,"Jainee College of Engineering and Technology, Dindigul-Theni
Main Road (Near Vakkampatti), Dindigul District 624303"
508,5538,"J.K. College of Architecture, NH-7, Madurai Road, Begampur
Post, Dindigul 624002"
509,5544,"Agni School of Architecture and Design Excellence (ASADE),
NH45, Trichy Road, Morepatti, Vadamadurai, Dindigul District"
510,5544,"Agni School of Architecture and Design Excellence (ASADE),
NH45, Trichy Road, Morepatti, Vadamadurai, Dindigul District
624001"
511,5703,"Christian College of Engineering and Technology, Oddanchatram,
Dindigul District 624619"
512,5720,"Sri Subramanya College of Engineering and Technology,
Sukkamanaickanpatti, Palani, Dindigul District 624615"
513,5832,"N P R College of Engineering and Technology, Natham, Dindigul
District 624003"
514,5842,"Madurai Institute of Engineering & Technology, Pottapalayam
Village, Manamadurai Taluk, Sivagangai District 630611"
515,5851,"Veerammal Engineering College, K Singarakottai, Dindigul
District 624708"
516,5862,"R V S Educational Trust�s Groups of Institutions (Integrated
Campus), N Paraipatti Post, Vedasandur Taluk, Dindigul District
624005"
517,5863,"R V S School of Architecture, N Paraipatti Post, Vedasandur
Taluk, Dindigul District 624005"
518,5865,"Nadar Saraswathi College of Engineering and Technology,
Vadupudupatti, Annanji Post, Theni District 625531"
519,5901,"Alagappa Chettair Government College of Engineering and
Technology (Autonomous), Karaikudi, Sivagangai District 630004"
520,5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor,
Aundipatti, Theni District 625536"
521,5903,"K L N College of Information Technology, Pottapalayam,
Sivagangai District 630611"
522,5904,"K L N College of Engineering, Pottapalayam, Sivagangai District
630611"
523,5907,"Mohamed Sathak Engineering College, Kilakarai,
Ramanathapuram District 623806"
524,5910,"P S N A Colllege of Engineering and Technology, Dindigul
District 624622"
525,5911,"P T R College of Engineering and Technology, Austinpatty Post,
Madurai District 625008"
526,5912,"Pandian Saraswathi Yadav Engineering College, Thirumansolai
Post, Sivagangai District 630 561"
527,5913,"Ratnavel Subramaniam College of Engineering and Technology,
N Paraipatti Post, Dindigul District 624005"
528,5914,"SOLAIMALAI COLLEGE OF ENGINEERIG, Veerapanjan,
Madurai District 625020"
529,5915,"SACS-M A V M M Engineering College, Kidaripatty Post,
Madurai District 625001"
530,5919,"St. Michael College of Engineering and Technology, Kalayarkoil,
Sivagangai District 630551"
531,5921,"Syed Ammal Engineering College, Achuthan Vayal Post,
Ramanathapuram District 623502"
532,5922,"Vickram College of Engineering, Enathi Post, Sivagangai District
630561"
533,5924,"Ganapathy Chettiar College of Engineering and Technology,
Melakavanur Post, Paramakudi, Ramanathapuram District 623706"
534,5930,"SBM College of Engineering and Technology, Thamaraipady, T N
Paraipatti Pirivu, Dindigul District 624005"
535,5935,"Fatima Michael College of Engineering & Technology, Sengottai
Village, Sivagangai Main Road, Madurai District 625020"
536,5942,"Ultra College of Engineering & Technology, Kodikulam, 1 Bit
Village, Madurai-Chennai Highway, Madurai District 625104"
537,5986,"Velammal College of Engineering and Technology, Madurai -Rameshwaram High Road, Viraganoor, Madurai District 625009"
538,5988,"Theni Kammavar Sangam College of Technology, Theni Main
Road, Koduvillarpatti Post, Theni District 625534"
539,5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil
(Via), Melur Taluk, Madurai District 625301"
